card_id,card_code,card_rarity,card_type,card_image,card_art_variant,card_name,card_color,card_expansion,card_power,card_cost,card_counter,card_effect,card_trigger,card_banned
OP01-047-0,OP01-047,SR,Supernovas;Heart Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-047_r1.png?250502,0,Trafalgar Law,Green,OP01,6000.0,5,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] You may return 1 of your Characters to the owner's hand: Play up to 1 Character card with a cost of 3 or less from your hand.",,0
OP01-051-3,OP01-051,SR,Supernovas;Kid Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-051_p3.png?250502,3,"Eustass""Captain""Kid",Green,OP01,8000.0,8,,"[DON!! x1] [Opponent's Turn] If this Character is rested, your opponent cannot attack any card other than the Character [Eustass""Captain""Kid].[Activate: Main] [Once Per Turn] You may rest this Character: Play up to 1 Character card with a cost of 3 or less from your hand.",,0
OP01-051-0,OP01-051,SR,Supernovas;Kid Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-051_r1.png?250502,0,"Eustass""Captain""Kid",Green,OP01,8000.0,8,,"[DON!! x1] [Opponent's Turn] If this Character is rested, your opponent cannot attack any card other than the Character [Eustass""Captain""Kid].[Activate: Main] [Once Per Turn] You may rest this Character: Play up to 1 Character card with a cost of 3 or less from your hand.",,0
OP01-052-1,OP01-052,UC,Land of Wano;The Akazaya Nine,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-052_p1.png?250502,1,Raizo,Green,OP01,4000.0,3,1000.0,"[When Attacking] [Once Per Turn] If you have 2 or more rested Characters, draw 1 card.",,0
OP01-052-2,OP01-052,UC,Land of Wano;The Akazaya Nine,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-052_p2.png?250502,2,Raizo,Green,OP01,4000.0,3,1000.0,"[When Attacking] [Once Per Turn] If you have 2 or more rested Characters, draw 1 card.",,0
OP01-052-0,OP01-052,UC,Land of Wano;The Akazaya Nine,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-052_r1.png?250502,0,Raizo,Green,OP01,4000.0,3,1000.0,"[When Attacking] [Once Per Turn] If you have 2 or more rested Characters, draw 1 card.",,0
OP01-070-3,OP01-070,SR,The Seven Warlords of the Sea,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-070_p3.png?250502,3,Dracule Mihawk,Blue,OP01,9000.0,9,,[On Play] Place up to 1 Character with a cost of 7 or less at the bottom of the owner's deck.,,0
OP01-070-0,OP01-070,SR,The Seven Warlords of the Sea,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-070_r1.png?250502,0,Dracule Mihawk,Blue,OP01,9000.0,9,,[On Play] Place up to 1 Character with a cost of 7 or less at the bottom of the owner's deck.,,0
OP01-078-3,OP01-078,SR,The Seven Warlords of the Sea;Kuja Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-078_p3.png?250502,3,Boa Hancock,Blue,OP01,5000.0,4,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [When Attacking]/[On Block] Draw 1 card if you have 5 or less cards in your hand.",,0
OP01-078-0,OP01-078,SR,The Seven Warlords of the Sea;Kuja Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-078_r1.png?250502,0,Boa Hancock,Blue,OP01,5000.0,4,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [When Attacking]/[On Block] Draw 1 card if you have 5 or less cards in your hand.",,0
OP01-120-5,OP01-120,SEC,The Four Emperors;Red-Haired Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-120_p5.png?250502,5,Shanks,Red,OP01,10000.0,9,,[Rush] (This card can attack on the turn in which it is played.)[When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.,,0
OP01-120-0,OP01-120,SEC,The Four Emperors;Red-Haired Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-120_r1.png?250502,0,Shanks,Red,OP01,10000.0,9,,[Rush] (This card can attack on the turn in which it is played.)[When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.,,0
OP01-121-3,OP01-121,SEC,Land of Wano,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-121_p3.png?250502,3,Yamato,Green,OP01,5000.0,5,1000.0,"Also treat this card's name as [Kouzuki Oden] according to the rules.[Double Attack] (This card deals 2 damage.)[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)",,0
OP01-121-0,OP01-121,SEC,Land of Wano,https://en.onepiece-cardgame.com/images/cardlist/card/OP01-121_r1.png?250502,0,Yamato,Green,OP01,5000.0,5,1000.0,"Also treat this card's name as [Kouzuki Oden] according to the rules.[Double Attack] (This card deals 2 damage.)[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)",,0
OP02-004-4,OP02-004,SR,The Four Emperors;Whitebeard Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-004_p4.png?250502,4,Edward.Newgate,Red,OP02,10000.0,9,,"[On Play] Up to 1 of your Leader gains +2000 power until the start of your next turn. Then, you cannot add Life cards to your hand using your own effects during this turn.[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 3000 power or less.",,0
OP02-004-0,OP02-004,SR,The Four Emperors;Whitebeard Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-004_r1.png?250502,0,Edward.Newgate,Red,OP02,10000.0,9,,"[On Play] Up to 1 of your Leader gains +2000 power until the start of your next turn. Then, you cannot add Life cards to your hand using your own effects during this turn.[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 3000 power or less.",,0
OP02-013-0,OP02-013,SR,Whitebeard Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-013_r1.png?250502,0,Portgas.D.Ace,Red,OP02,7000.0,7,,"[On Play] Give up to 2 of your opponent's Characters −3000 power during this turn. Then, if your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)",,0
OP02-015-1,OP02-015,UC,Windmill Village,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-015_p1.png?250502,1,Makino,Red,OP02,,1,2000.0,[Activate: Main] You may rest this Character: Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.,,0
OP02-015-2,OP02-015,UC,Windmill Village,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-015_p2.png?250502,2,Makino,Red,OP02,,1,2000.0,[Activate: Main] You may rest this Character: Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.,,0
OP02-015-0,OP02-015,UC,Windmill Village,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-015_r1.png?250502,0,Makino,Red,OP02,,1,2000.0,[Activate: Main] You may rest this Character: Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.,,0
OP02-018-3,OP02-018,R,Whitebeard Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-018_p3.png?250502,3,Marco,Red,OP02,5000.0,4,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] You may trash 1 card with a type including ""Whitebeard Pirates"" from your hand: If you have 2 or less Life cards, play this Character card from your trash rested.",,0
OP02-018-4,OP02-018,R,Whitebeard Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-018_p4.png?250502,4,Marco,Red,OP02,5000.0,4,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] You may trash 1 card with a type including ""Whitebeard Pirates"" from your hand: If you have 2 or less Life cards, play this Character card from your trash rested.",,0
OP02-018-5,OP02-018,R,Whitebeard Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-018_p5.png?250502,5,Marco,Red,OP02,5000.0,4,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] You may trash 1 card with a type including ""Whitebeard Pirates"" from your hand: If you have 2 or less Life cards, play this Character card from your trash rested.",,0
OP02-018-0,OP02-018,R,Whitebeard Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-018_r2.png?250502,0,Marco,Red,OP02,5000.0,4,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] You may trash 1 card with a type including ""Whitebeard Pirates"" from your hand: If you have 2 or less Life cards, play this Character card from your trash rested.",,0
OP02-089-1,OP02-089,R,Impel Down,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-089_p1.png?250502,1,Judgment of Hell,Purple,OP02,,2,,[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to a total of 2 of your opponent's Leader or Character cards −3000 power during this turn.,"[Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",0
OP02-089-2,OP02-089,R,Impel Down,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-089_p2.png?250502,2,Judgment of Hell,Purple,OP02,,2,,[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to a total of 2 of your opponent's Leader or Character cards −3000 power during this turn.,"[Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",0
OP02-089-3,OP02-089,R,Impel Down,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-089_p3.png?250502,3,Judgment of Hell,Purple,OP02,,2,,[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to a total of 2 of your opponent's Leader or Character cards −3000 power during this turn.,"[Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",0
OP02-089-0,OP02-089,R,Impel Down,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-089_r1.png?250502,0,Judgment of Hell,Purple,OP02,,2,,[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to a total of 2 of your opponent's Leader or Character cards −3000 power during this turn.,"[Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",0
OP02-096-4,OP02-096,SR,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-096_p4.png?250502,4,Kuzan,Black,OP02,5000.0,4,,[On Play] Draw 1 card.[When Attacking] Give up to 1 of your opponent's Characters −4 cost during this turn.,,0
OP02-096-0,OP02-096,SR,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-096_r1.png?250502,0,Kuzan,Black,OP02,5000.0,4,,[On Play] Draw 1 card.[When Attacking] Give up to 1 of your opponent's Characters −4 cost during this turn.,,0
OP02-099-5,OP02-099,SR,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-099_p5.png?250502,5,Sakazuki,Black,OP02,7000.0,6,,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,,0
OP02-099-0,OP02-099,SR,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-099_r1.png?250502,0,Sakazuki,Black,OP02,7000.0,6,,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,,0
OP02-106-4,OP02-106,UC,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-106_p4.png?250502,4,Tsuru,Black,OP02,,1,2000.0,[On Play] Give up to 1 of your opponent's Characters −2 cost during this turn.,,0
OP02-106-5,OP02-106,UC,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-106_p5.png?250502,5,Tsuru,Black,OP02,,1,2000.0,[On Play] Give up to 1 of your opponent's Characters −2 cost during this turn.,,0
OP02-106-0,OP02-106,UC,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-106_r2.png?250502,0,Tsuru,Black,OP02,,1,2000.0,[On Play] Give up to 1 of your opponent's Characters −2 cost during this turn.,,0
OP02-114-4,OP02-114,SR,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-114_p4.png?250502,4,Borsalino,Black,OP02,5000.0,4,1000.0,"[Opponent's Turn] This Character gains +1000 power and cannot be K.O.'d by effects.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,0
OP02-114-0,OP02-114,SR,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-114_r1.png?250502,0,Borsalino,Black,OP02,5000.0,4,1000.0,"[Opponent's Turn] This Character gains +1000 power and cannot be K.O.'d by effects.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,0
OP02-117-4,OP02-117,UC,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-117_p4.png?250502,4,Ice Age,Black,OP02,,1,,[Main] Give up to 1 of your opponent's Characters −5 cost during this turn.,[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,1
OP02-117-5,OP02-117,UC,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-117_p5.png?250502,5,Ice Age,Black,OP02,,1,,[Main] Give up to 1 of your opponent's Characters −5 cost during this turn.,[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,1
OP02-117-0,OP02-117,UC,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-117_r2.png?250502,0,Ice Age,Black,OP02,,1,,[Main] Give up to 1 of your opponent's Characters −5 cost during this turn.,[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,1
OP02-121-2,OP02-121,SEC,Former Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-121_p2.png?250502,2,Kuzan,Black,OP02,10000.0,10,,[Your Turn] Give all of your opponent's Characters −5 cost.[On Play] K.O. up to 1 of your opponent's Characters with a cost of 0.,,0
OP02-121-0,OP02-121,SEC,Former Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-121_r1.png?250502,0,Kuzan,Black,OP02,10000.0,10,,[Your Turn] Give all of your opponent's Characters −5 cost.[On Play] K.O. up to 1 of your opponent's Characters with a cost of 0.,,0
OP03-003-3,OP03-003,R,Land of Wano;Whitebeard Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-003_p3.png?250502,3,Izo,Red,OP03,2000.0,1,1000.0,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Whitebeard Pirates"" other than [Izo] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,0
OP03-003-4,OP03-003,R,Land of Wano;Whitebeard Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-003_p4.png?250502,4,Izo,Red,OP03,2000.0,1,1000.0,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Whitebeard Pirates"" other than [Izo] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,0
OP03-003-5,OP03-003,R,Land of Wano;Whitebeard Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-003_p5.png?250502,5,Izo,Red,OP03,2000.0,1,1000.0,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Whitebeard Pirates"" other than [Izo] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,0
OP03-003-0,OP03-003,R,Land of Wano;Whitebeard Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-003_r2.png?250502,0,Izo,Red,OP03,2000.0,1,1000.0,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Whitebeard Pirates"" other than [Izo] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,0
OP03-055-2,OP03-055,C,East Blue;Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-055_p2.png?250502,2,Gum-Gum Giant Gavel,Blue,OP03,,1,,"[Counter] You may trash 1 card from your hand: Up to 1 of your Leader gains +4000 power during this battle. Then, you may trash 2 cards from the top of your deck.",[Trigger] Return up to 1 Character with a cost of 4 or less to the owner's hand.,0
OP03-055-3,OP03-055,C,East Blue;Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-055_p3.png?250502,3,Gum-Gum Giant Gavel,Blue,OP03,,1,,"[Counter] You may trash 1 card from your hand: Up to 1 of your Leader gains +4000 power during this battle. Then, you may trash 2 cards from the top of your deck.",[Trigger] Return up to 1 Character with a cost of 4 or less to the owner's hand.,0
OP03-055-0,OP03-055,C,East Blue;Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-055_r1.png?250502,0,Gum-Gum Giant Gavel,Blue,OP03,,1,,"[Counter] You may trash 1 card from your hand: Up to 1 of your Leader gains +4000 power during this battle. Then, you may trash 2 cards from the top of your deck.",[Trigger] Return up to 1 Character with a cost of 4 or less to the owner's hand.,0
OP03-056-1,OP03-056,UC,East Blue,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-056_p1.png?250502,1,Sanji's Pilaf,Blue,OP03,,3,,[Main] Draw 2 cards.,[Trigger] Activate this card's [Main] effect.,0
OP03-056-2,OP03-056,UC,East Blue,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-056_p2.png?250502,2,Sanji's Pilaf,Blue,OP03,,3,,[Main] Draw 2 cards.,[Trigger] Activate this card's [Main] effect.,0
OP03-056-3,OP03-056,UC,East Blue,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-056_p3.png?250502,3,Sanji's Pilaf,Blue,OP03,,3,,[Main] Draw 2 cards.,[Trigger] Activate this card's [Main] effect.,0
OP03-056-0,OP03-056,UC,East Blue,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-056_r1.png?250502,0,Sanji's Pilaf,Blue,OP03,,3,,[Main] Draw 2 cards.,[Trigger] Activate this card's [Main] effect.,0
OP03-057-1,OP03-057,R,East Blue;Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-057_p1.png?250502,1,Three Thousand Worlds,Blue,OP03,,4,,[Main] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.,[Trigger] Place up to 1 Character with a cost of 3 or less at the bottom of the owner's deck.,0
OP03-057-2,OP03-057,R,East Blue;Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-057_p2.png?250502,2,Three Thousand Worlds,Blue,OP03,,4,,[Main] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.,[Trigger] Place up to 1 Character with a cost of 3 or less at the bottom of the owner's deck.,0
OP03-057-3,OP03-057,R,East Blue;Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-057_p3.png?250502,3,Three Thousand Worlds,Blue,OP03,,4,,[Main] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.,[Trigger] Place up to 1 Character with a cost of 3 or less at the bottom of the owner's deck.,0
OP03-057-0,OP03-057,R,East Blue;Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-057_r1.png?250502,0,Three Thousand Worlds,Blue,OP03,,4,,[Main] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.,[Trigger] Place up to 1 Character with a cost of 3 or less at the bottom of the owner's deck.,0
OP03-060-1,OP03-060,UC,Water Seven;Galley-La Company,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-060_p1.png?250502,1,Kalifa,Purple,OP03,4000.0,4,2000.0,[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards and trash 1 card from your hand.,,0
OP03-060-2,OP03-060,UC,Water Seven;Galley-La Company,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-060_p2.png?250502,2,Kalifa,Purple,OP03,4000.0,4,2000.0,[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards and trash 1 card from your hand.,,0
OP03-060-0,OP03-060,UC,Water Seven;Galley-La Company,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-060_r1.png?250502,0,Kalifa,Purple,OP03,4000.0,4,2000.0,[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards and trash 1 card from your hand.,,0
OP03-079-2,OP03-079,UC,Navy;Donquixote Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-079_p2.png?250502,2,Vergo,Black,OP03,5000.0,5,2000.0,[DON!! x1] This Character cannot be K.O.'d in battle.,,0
OP03-079-3,OP03-079,UC,Navy;Donquixote Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-079_p3.png?250502,3,Vergo,Black,OP03,5000.0,5,2000.0,[DON!! x1] This Character cannot be K.O.'d in battle.,,0
OP03-079-0,OP03-079,UC,Navy;Donquixote Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP03-079_r2.png?250502,0,Vergo,Black,OP03,5000.0,5,2000.0,[DON!! x1] This Character cannot be K.O.'d in battle.,,0
